1993-52	0.0
1994-1	0.0
1994-2	0.0
1994-3	0.0
1994-4	0.0
1994-5	0.0
1994-6	0.0
1994-7	0.0
1994-8	0.0
1994-9	0.0
1994-10	0.0
1994-11	0.0
1994-12	0.0
1994-13	0.0
1994-14	0.0
1994-15	0.0
1994-16	0.0
1994-17	0.0
1994-18	0.0
1994-19	0.0
1994-20	0.0
1994-21	0.0
1994-22	0.0
1994-23	0.0
1994-24	0.0
1994-25	0.0
1994-26	0.0
1994-27	0.0
1994-28	0.0
1994-29	0.0
1994-30	0.0
1994-31	0.0
1994-32	0.0
1994-33	0.0
1994-34	0.0
1994-35	0.0
1994-36	0.0
1994-37	0.0
1994-38	0.0
1994-39	0.0
1994-40	0.0
1994-41	0.0
1994-42	0.0
1994-43	0.0
1994-44	0.0
1994-45	0.0
1994-46	0.0
1994-47	0.0
1994-48	0.0
1994-49	0.0
1994-50	0.0
1994-51	0.0
1994-52	0.0
1995-1	0.0
1995-2	0.0
1995-3	0.0
1995-4	0.0
1995-5	0.0
1995-6	0.0
1995-7	0.0
1995-8	0.0
1995-9	0.0
1995-10	0.0
1995-11	0.0
1995-12	0.0
1995-13	0.0
1995-14	0.0
1995-15	0.0
1995-16	0.0
1995-17	0.0
1995-18	0.0
1995-19	0.0
1995-20	0.0
1995-21	0.0
1995-22	0.0
1995-23	0.0
1995-24	0.0
1995-25	0.0
1995-26	0.0
1995-27	0.0
1995-28	0.0
1995-29	0.0
1995-30	0.0
1995-31	0.0
1995-32	0.0
1995-33	0.0
1995-34	0.0
1995-35	0.0
1995-36	0.0
1995-37	0.0
1995-38	0.0
1995-39	0.0
1995-40	0.0
1995-41	0.0
1995-42	0.0
1995-43	0.0
1995-44	0.0
1995-45	0.0
1995-46	0.0
1995-47	0.0
1995-48	0.0
1995-49	0.0
1995-50	0.0
1995-51	0.0
1995-52	0.0
1996-1	0.0
1996-2	0.0
1996-3	0.0
1996-4	0.0
1996-5	0.0
1996-6	0.0
1996-7	0.0
1996-8	0.0
1996-9	0.0
1996-10	0.0
1996-11	0.0
1996-12	0.0
1996-13	0.0
1996-14	0.0
1996-15	0.0
1996-16	0.0
1996-17	0.0
1996-18	0.0
1996-19	0.0
1996-20	0.0
1996-21	0.0
1996-22	0.0
1996-23	0.0
1996-24	0.0
1996-25	0.0
1996-26	0.0
1996-27	0.0
1996-28	0.0
1996-29	0.0
1996-30	0.0
1996-31	0.0
1996-32	0.0
1996-33	0.0
1996-34	0.0
1996-35	0.0
1996-36	0.0
1996-37	0.0
1996-38	0.0
1996-39	0.0
1996-40	0.0
1996-41	0.0
1996-42	0.0
1996-43	0.0
1996-44	0.0
1996-45	0.0
1996-46	0.0
1996-47	0.0
1996-48	0.0
1996-49	0.0
1996-50	0.0
1996-51	0.0
1996-52	0.0
1997-1	0.0
1997-2	0.0
1997-3	0.0
1997-4	0.0
1997-5	0.0
1997-6	0.0
1997-7	0.0
1997-8	0.0
1997-9	0.0
1997-10	0.0
1997-11	0.0
1997-12	0.0
1997-13	0.0
1997-14	0.0
1997-15	0.0
1997-16	0.0
1997-17	0.0
1997-18	0.0
1997-19	0.0
1997-20	0.0
1997-21	0.0
1997-22	0.0
1997-23	0.0
1997-24	0.0
1997-25	0.0
1997-26	0.0
1997-27	0.0
1997-28	0.0
1997-29	0.0
1997-30	0.0
1997-31	0.0
1997-32	0.0
1997-33	0.0
1997-34	0.0
1997-35	0.0
1997-36	0.0
1997-37	0.0
1997-38	0.0
1997-39	0.0
1997-40	0.0
1997-41	0.0
1997-42	0.0
1997-43	0.0
1997-44	0.0
1997-45	0.0
1997-46	0.0
1997-47	0.0
1997-48	0.0
1997-49	0.0
1997-50	0.0
1997-51	0.0
1997-52	0.0
1998-1	0.0
1998-2	0.0
1998-3	0.0
1998-4	0.0
1998-5	0.0
1998-6	0.0
1998-7	0.0
1998-8	0.0
1998-9	0.0
1998-10	0.0
1998-11	0.0
1998-12	0.0
1998-13	0.0
1998-14	0.0
1998-15	0.0
1998-16	0.0
1998-17	0.0
1998-18	0.0
1998-19	0.0
1998-20	0.0
1998-21	0.0
1998-22	0.0
1998-23	0.0
1998-24	0.0
1998-25	0.0
1998-26	0.0
1998-27	0.0
1998-28	0.0
1998-29	0.0
1998-30	0.0
1998-31	0.0
1998-32	0.0
1998-33	0.0
1998-34	0.0
1998-35	0.0
1998-36	0.0
1998-37	0.0
1998-38	0.0
1998-39	0.0
1998-40	0.0
1998-41	0.0
1998-42	0.0
1998-43	0.0
1998-44	0.0
